rowid,code,FY,land_value,inf_new,edu_new,wel_new,env_new,ind_new,fir_new,gen_new
1381,23100,2010,156030.55555555556,2553023,627022,89272,159923,96166,33387,54336
1382,23100,2011,156207.40740740742,2540432,625202,77048,156771,92530,29307,56521
1383,23100,2012,159766.66666666666,2543657,597270,60783,149848,89653,28062,54331
1384,23100,2013,164259.25925925927,2541087,578077,59349,143122,87225,26462,52370
1385,23100,2014,168095.37037037036,2537919,554062,58187,136334,85747,25589,50438
1386,23201,2010,77107.69230769231,286345,114372,9668,41687,12410,7174,20784
1387,23201,2011,76930.76923076923,304176,178562,12565,41923,12066,7668,18933
1388,23201,2012,77073.07692307692,303172,182032,14108,40358,11765,10126,19104
1389,23201,2013,77184.61538461539,302618,185800,14008,38843,11350,9854,18587
1390,23201,2014,77415.38461538461,299811,189396,13631,37434,10898,9748,18102
1391,23202,2010,84373.91304347826,254532,124619,11911,43338,16870,7022,25847
1392,23202,2011,85056.52173913043,253974,123399,10881,40312,16849,6875,25011
1393,23202,2012,86613.04347826086,255242,125491,11073,38813,15309,6819,23707
1394,23202,2013,87921.73913043478,255742,124065,11144,36727,14744,6640,23283
1395,23202,2014,88365.21739130435,255190,123435,11169,34738,14407,6997,22884
1396,23204,2010,58015.38461538462,71593,24210,2863,3366,7308,2542,11832
1397,23204,2011,57915.38461538462,71364,24419,2880,3209,7020,2590,11723
1398,23204,2012,57946.153846153844,70890,24496,2817,3049,6742,2818,11602
1399,23204,2013,58007.692307692305,70761,24430,2804,3021,6504,3051,11892
1400,23204,2014,58023.07692307692,71152,24388.75,2841,3161.25,6893.5,2750.25,11762.25
1401,23208,2010,64560,29335,18583,1023,2425,215,778,4069
1402,23208,2011,64060,29225,17707,965,2299,205,741,3745
1403,23208,2012,64020,28561,17548,873,2284,203,735,3702
1404,23208,2013,63920,28087,16716,935,1747,187,680,3507
1405,23208,2014,63860,27670,17156,863,1647,132,672,3413
1406,23209,2010,75728.57142857143,52184,31195,4039,1897,4485,3456,19559
1407,23209,2011,75728.57142857143,51311,31607,3920,1879,4287,3414,19155
1408,23209,2012,75728.57142857143,50247,31639,4047,1849,4071,3378,18762
1409,23209,2013,75742.85714285714,49433,31804,4632,1866,3893,3336,18362
1410,23209,2014,76428.57142857143,49280,31517,4505,1844,3789,3304,17970
1411,23213,2010,58506.666666666664,62104,33471,6329,3354,4669,3816,8815
1412,23213,2011,57986.666666666664,92096,49714,10246,17013,19586,4216,12218
1413,23213,2012,57426.666666666664,91901,48732,10203,16069,18551,3835,12061
1414,23213,2013,57206.666666666664,91934,48532,10012,14951,17471,3948,11785
1415,23213,2014,57400,91844,48287,9650,13839,16525,4171,11523
1416,23216,2010,50900,59904,23168.25,3185.5,209,15126.25,1948.25,8743.5
1417,23216,2011,49933.333333333336,60868,24658,3513,223,15495,2017,8601
1418,23216,2012,49533.333333333336,58674,23529,3326,205,15100,1957,8056
1419,23216,2013,48683.333333333336,61504,23171,3204,204,15121,1944,8137
1420,23216,2014,47966.666666666664,58570,21315,2699,204,14789,1875,10180
1421,23217,2010,73540,98776,22047,4672,700,3374,1013,1855
1422,23217,2011,73720,98346,20202,4543,689,3299,1018,3453
1423,23217,2012,74480,98561,21124.5,4607.5,694.5,3336.5,1015.5,2654
1424,23217,2013,75460,98561,21124.5,4607.5,694.5,3336.5,1015.5,2654
1425,23217,2014,76320,98561,21124.5,4607.5,694.5,3336.5,1015.5,2654
1426,23220,2010,55266.666666666664,81020,54156,7686,8225,5602,3155,5784
1427,23220,2011,54966.666666666664,81801,54451,7464,7667,5355,3138,5699
1428,23220,2012,55100,82881,53566,7215,7137,5064,3304,5587
1429,23220,2013,55083.333333333336,83521,53271,7009,7097,4812,3362,5504
1430,23220,2014,55250,84371,53425,6821,7426,4949,3447,5462
1431,23223,2010,98583.33333333333,90754,18865,4409,256,11333,1133,9584
1432,23223,2011,97866.66666666667,90719,21476,3718,253,11061,1162,9223
1433,23223,2012,98500,89896,21624,3483,253,10952,1111,8767
1434,23223,2013,101333.33333333333,89202,27928,3242,252,10844,1291,3691
1435,23223,2014,104333.33333333333,88421,27328,3664,247,10816,1640,3309
1436,23226,2010,98300,32479,26973,4410,2735,2051,1678,7148
1437,23226,2011,98300,32161,26677,4943,2668,1953,1614,7052
1438,23226,2012,99880,31810,26616,4887,2588,1803,1585,7005
1439,23226,2013,100680,31699,26524,5030,2512,1668,1579,6923
1440,23226,2014,101180,31836,26454,5399,2422,1615,1589,7063
1441,23229,2010,94320,39607,22708,2243,509,1615,2259,2543
1442,23229,2011,94320,39363,22694,2231,595,1507,2151,2568
1443,23229,2012,95420,39080,22485,2272,571,1432,2078,2549
1444,23229,2013,98100,38735,22311,2246,541,1345,2010,2662
1445,23229,2014,100360,38390,22179,2224,562,1267,1932,3031
1446,23230,2010,99450,46029,37947,6980,679,918,824,3507
1447,23230,2011,99450,45878,38466,6985,652,873,825,3419
1448,23230,2012,101575,45571,39762,6728,626,793,830,3324
1449,23230,2013,105750,45362,39259,6601,606,714,900,3253
1450,23230,2014,110250,45214,38841,6753,546,641,889,3195
1451,23232,2010,52983.333333333336,15224.5,28038.5,4140.25,1765.5,1044.5,1083.75,4073.75
1452,23232,2011,52933.333333333336,15333,27946,4756,1174,1628,1076,3569
1453,23232,2012,52966.666666666664,15047,29079,3871,2050,985,1243,3199
1454,23232,2013,52950,14975,27815,3994,1949,794,1013,3334
1455,23232,2014,52950,15543,27314,3940,1889,771,1003,6193
1456,23233,2010,91240,34208,20942,5385,740,4479,1852,9405
1457,23233,2011,91240,33550,20995,5589,691,4314,1748,9161
1458,23233,2012,91740,33395,21250,5468,647,4110,1661,8997
1459,23233,2013,92100,32836,21809,5380,618,3866,1607,8814
1460,23233,2014,92620,32447,23107,5268,569,3616,1549,8634
1461,23234,2010,101320,118654,32627,6369,319,24,1104,3207
1462,23234,2011,101320,118075,31853,6311,67,24,1064,3290
1463,23234,2012,102280,110481,30003,6045,65,22,998,2906
1464,23234,2013,104320,110733,29334,6178,58,22,984,2818
1465,23234,2014,105180,118362,28033,6256,81,21,931,3130
1466,23236,2010,84400,45066,43876,6717,1791,1138,496,8041
1467,23236,2011,86175,44873,43401,6608,1861,1174,460,9455
1468,23236,2012,89425,45032,42770,6554,1976,1121,447,10761
1469,23236,2013,91525,45573,42596,6407,1986,1066,410,10863
1470,23236,2014,95125,45741,42959,6488,2015,1030,396,10702
1471,23237,2010,69914.28571428571,43914,32005,5397,1473,3793,897,6782
1472,23237,2011,69371.42857142857,44175,31589,5104,1398,3701,816,6541
1473,23237,2012,69557.14285714286,44341,31332,4827,1326,3612,759,6288
1474,23237,2013,69728.57142857143,44253,31448,4563,1253,3532,709,6056
1475,23237,2014,69871.42857142857,43942,31577,4333,1191,3407,673,5816
1476,23238,2010,101200,72230,36851,8029,985,1997,660,3755
1477,23238,2011,101200,75303,31295,7501,986,1829,613,3551
1478,23238,2012,102600,74726,33193,7790,970,1902,648,3619
1479,23238,2013,105125,74828,32931,7311,953,1829,626,3461
1480,23238,2014,107150,74271.75,33567.5,7657.75,973.5,1889.25,636.75,3596.5
1481,24204,2010,33700,95438,52012,5185,11824,23965,1320,11283
1482,24204,2011,32433.333333333332,93937,50933,4977,11839,22876,1371,11348
1483,24204,2012,31272.222222222223,92246,49440,4753,11620,21752,1472,10986
1484,24204,2013,30283.333333333332,91207,47736,4506,12126,20860,1378,10789
1485,24204,2014,29294.444444444445,89923,47656,4309,17783,19840,1269,10497
1486,24205,2010,50735.294117647056,89054,45120,3895,4182,5925,5582,11109
1487,24205,2011,49882.35294117647,88211,44687,3795,4590,5642,5245,10785
1488,24205,2012,49341.17647058824,87815,44235,3660,4608,5410,5055,10484
1489,24205,2013,48982.35294117647,87331,43823,3562,4594,5208,5088,10601
1490,24205,2014,48647.05882352941,87152,43163,3334,4444,4939,4881,11175
1491,24208,2010,29188.88888888889,48930,25192,3155,3001,3163,2225,6175
1492,24208,2011,28633.333333333332,48441,25167,2998,2889,2997,2218,6102
1493,24208,2012,28177.777777777777,48685.5,25179.5,3076.5,2945,3080,2221.5,6138.5
1494,24208,2013,27788.88888888889,48685.5,25179.5,3076.5,2945,3080,2221.5,6138.5
1495,24208,2014,27433.333333333332,48685.5,25179.5,3076.5,2945,3080,2221.5,6138.5
1496,24210,2010,30400,36664,19504,3211,8343,3022,1784,3446
1497,24210,2011,29428.571428571428,36897,19234,3143,7876,2927,1763,3485
1498,24210,2012,28571.428571428572,37590,19171,3013,7771,2805,1762,3444
1499,24210,2013,27800,37876,19031,2869,7827,3012,1947,3376
1500,24210,2014,27185.714285714286,37442,18753,2754,7750,2943,2759,3378
1501,24211,2010,28833.333333333332,14455,10748,1672,2255,30124,435,948
1502,24211,2011,27766.666666666668,14821,10858,1605,2222,29253,498,954
1503,24211,2012,26866.666666666668,14741,11274,1679,2177,28290,534,1013
1504,24211,2013,26033.333333333332,14905,11066,1769,2145,27394,619,973
1505,24211,2014,25133.333333333332,14730.5,10986.5,1681.25,2199.75,28765.25,521.5,972
1506,24212,2010,29733.333333333332,13948,11356,1587,2332,16807,1226,3635
1507,24212,2011,28933.333333333332,13881,11856,1516,2321,16520,1236,3829
1508,24212,2012,28133.333333333332,13722,11881,1515,2343,16777,1206,3980
1509,24212,2013,27200,13937,11689,1556,2498,17074,1231,4034
1510,24212,2014,26166.666666666668,13872,11695.5,1543.5,2373.5,16794.5,1224.75,3869.5
1511,24214,2010,19680,31211,23411,4900,990,7480,779,8300
1512,24214,2011,19230,30857,23255,4819,941,7180,746,8066
1513,24214,2012,18890,30549,23691,5307,1355,6785,766,7830
1514,24214,2013,18590,30350,24566,5167,2332,6510,932,7676
1515,24214,2014,18290,29981,24736,5389,2229,6258,1026,7578
1516,24215,2010,21988.88888888889,35600,20806,3959,7821,12891,2687,11902
1517,24215,2011,21077.777777777777,35304,20897,3988,7424,12309,2643,11482
1518,24215,2012,20122.222222222223,35132,21797,4006,7119,11725,2400,11129
1519,24215,2013,19188.88888888889,34620,23106,4658,7661,11133,2239,10676
1520,24215,2014,18311.11111111111,33866,22953,4980,7118,10584,2024,10238
1521,24216,2010,25353.333333333332,89000,49404,8860,7089,13586,1876,14894
1522,24216,2011,24630,89133,51311,8460,7324,12894,1772,14840
1523,24216,2012,23993.333333333332,88523,50205,8025,7212,12189,1753,15023
1524,24216,2013,23446.666666666668,88213,49747,7640,7048,11640,1790,15309
1525,24216,2014,22876.666666666668,88717.25,50166.75,8246.25,7168.25,12577.25,1797.75,15016.5
1526,25202,2010,50931.25,78805,35489,3835,5051,3182,2126,10184
1527,25202,2011,49825,78761,36504,3791,4940,3071,2125,9912
1528,25202,2012,48937.5,79014,36326,3764,5057,2928,2628,9594
1529,25202,2013,48106.25,81872,36138,3656,5453,2782,2629,9517
1530,25202,2014,47262.5,81827,38318,3616,5299,2674,2680,9381
1531,25203,2010,25850.689655172413,74021,69411,9368,2080,16043,2379,26721
1532,25203,2011,25643.793103448275,72871,68674,9129,2065,14978,2227,25882
1533,25203,2012,25472.41379310345,71820,71398,8782,1980,14000,2387,26241
1534,25203,2013,25316.55172413793,72048,72434,8269,2599,13063,2177,28429
1535,25203,2014,25178.620689655174,72138,73111,7841,2453,12121,2358,29031
1536,25204,2010,47127.27272727273,55357,29969,5026,7011,4317,459,5787
1537,25204,2011,46736.36363636364,54193,30008,4861,6563,4081,516,6103
1538,25204,2012,46381.818181818184,50760,41965,7949,7495,10900,2123,15935
1539,25204,2013,46127.27272727273,51726,45286,7502,7261,9242,2727,15609
1540,25204,2014,45890.90909090909,52715,44767,7497,7201,9181,2628,15981
1541,25206,2010,82250,93991,41335,6549,7195,4763,1051,9155
1542,25206,2011,82264.28571428571,94546,43815,6421,6913,4563,1045,8974
1543,25206,2012,83485.71428571429,93779,45606,6498,6613,4381,1234,8877
1544,25206,2013,85492.85714285714,94552,46029,6636,6302,4210,1521,8728
1545,25206,2014,87200,94515,47088,6720,5825,4051,2285,8598
1546,25207,2010,75488.88888888889,45371,33076,2714,4322,2410,1002,3307
1547,25207,2011,75433.33333333333,45767,35593,2624,4140,2337,969,3274
1548,25207,2012,75966.66666666667,46106,35812,2545,3952,2256,962,3213
1549,25207,2013,77333.33333333333,46223,36940,2494,3715,2189,931,3082
1550,25207,2014,78688.88888888889,46533,37059,3017,3466,2138,948,2991
1551,25208,2010,62400,62388,34216,8784,6594,3571,462,2664
1552,25208,2011,62250,62575,33852,8555,6277,3388,436,2609
1553,25208,2012,62080,62367,33777,8326,5994,3220,417,2634
1554,25208,2013,62530,62191,33930,8101,5700,3045,437,2642
1555,25208,2014,62870,61898,33733,7900,5415,2859,415,2653
1556,25210,2010,61175,29637.25,30421.25,4091,1889,1729.5,1234.25,5847.75
1557,25210,2011,60850,29891,30184,3973,1643,2033,1096,5955
1558,25210,2012,60675,29675,30684,3829,1674,1824,1190,5876
1559,25210,2013,61387.5,29560,30757,4344,1804,1624,1370,5841
1560,25210,2014,62400,29423,30060,4218,2435,1437,1281,5719
1561,25211,2010,43200,24751,24214,2986,1536,4421,520,7260
1562,25211,2011,42450,25246,23941,2850,1397,4225,457,7051
1563,25211,2012,41875,24998.5,24077.5,2918,1466.5,4323,488.5,7155.5
1564,25211,2013,41687.5,24998.5,24077.5,2918,1466.5,4323,488.5,7155.5
1565,25211,2014,41625,24998.5,24077.5,2918,1466.5,4323,488.5,7155.5
1566,25213,2010,29050,69339,56810,5718,1483,15189,1046,20325
1567,25213,2011,28813.636363636364,68448,58383,5452,1502,14127,985,19543
1568,25213,2012,28604.545454545456,67466,59876,5698,3440,13155,919,19040
1569,25213,2013,28445.454545454544,66843,61639,6529,3359,12320,909,19857
1570,25213,2014,28304.545454545456,66738,63128,6450,3237,11631,861,21052
1571,25214,2010,28715,29695,27244,3953,650,11243,913,6824
1572,25214,2011,28446,29582,26976,3771,740,10575,866,6442
1573,25214,2012,28207,29900,27062,3575,722,9932,850,6063
1574,25214,2013,27998,29858,27230,3384,685,9438,807,5720
1575,25214,2014,27809,29620,27903,4534,633,8976,769,5367
1576,26100,2010,187739.58333333334,1712200,900400,83200,281600,49700,38600,79600
1577,26100,2011,186697.91666666666,1713600,898900,80900,279000,50000,37200,79000
1578,26100,2012,186440.625,1699000,889500,79000,272800,48400,36600,90500
1579,26100,2013,187829.16666666666,1688500,904000,78000,255100,48000,36800,90900
1580,26100,2014,189338.54166666666,1703325,898200,80275,272125,49025,37300,85000
1581,26201,2010,30414.70588235294,95278,29062,4913,11827,16258,2658,14563
1582,26201,2011,29363.529411764706,95534,28955,4726,11189,15415,4496,14790
1583,26201,2012,28633.529411764706,94198,30762,4750,10652,14682,4585,14742
1584,26201,2013,28048.235294117647,92958,30738,4552,10364,13984,5216,16597
1585,26201,2014,27568.823529411766,91987,31156,4407,10179,13538,5209,16906
1586,26202,2010,45138.46153846154,107223,26445,2313,9085,14170,1909,9170
1587,26202,2011,43296.153846153844,106068,27478,2269,8862,13861,1884,9035
1588,26202,2012,42246.153846153844,105321,27684,2180,8645,13453,2035,9218
1589,26202,2013,41482.307692307695,104480,27891,2209,8421,13006,2092,9055
1590,26202,2014,40849.230769230766,105773,27374.5,2242.75,8753.25,13622.5,1980,9119.5
1591,26204,2010,113831.25,101003,56034,6411,3603,3505,2691,12884
1592,26204,2011,111856.25,101118,59495,6600,3489,3353,2753,12574
1593,26204,2012,110943.75,100562,61106,6586,3267,3218,2572,12244
1594,26204,2013,110968.75,99982,61882,6846,3098,3077,2701,12471
1595,26204,2014,111306.25,99213,62530,7078,2964,2954,2844,12186
1596,26205,2010,22776.666666666668,24349,9549,1813,6349,6358,456,2262
1597,26205,2011,21841.666666666668,24129,9291,1834,6032,6109,445,2154
1598,26205,2012,20978.333333333332,23719,9089,1778,5764,5862,398,2037
1599,26205,2013,20561.666666666668,23501,9107,1720,5510,5879,437,2266
1600,26205,2014,19945,23268,9090,1671,5272,5632,425,2390
1601,26206,2010,66118.18181818182,70762,44844,3469,8567,7682,872,9154
1602,26206,2011,65345.454545454544,70969,44938,3434,8240,7453,824,10227
1603,26206,2012,65000,70917,45185,3772,7879,7062,803,10512
1604,26206,2013,64990.90909090909,70956,45940,3782,8148,6763,790,10407
1605,26206,2014,64909.09090909091,70901,45226.75,3614.25,8208.5,7240,822.25,10075
1606,26208,2010,179600,17528,17015,3038,250,404,492,3085
1607,26208,2011,178800,17620,17540,3130,260,362.3333333333333,530.3333333333334,3043
1608,26208,2012,178200,17778,18003,3034,254,352,502,2984
1609,26208,2013,178600,18242,18364,2950,276,331,597,3060
1610,26208,2014,178600,17792,17730.5,3038,260,362.3333333333333,530.3333333333334,3043
1611,26209,2010,182800,63450,70558,3516,3077,1465,1108,10249
1612,26209,2011,182000,65004,68669,4767,3095,1160,1186,10651
1613,26209,2012,181800,65162,68754,4764,3108,1096,1180,10768
1614,26209,2013,183000,66394,69826,4711,3116,1144,1162,10634
1615,26209,2014,183000,66871,71091,4704,3191,1061,1154,10695
1616,26210,2010,86790,47147,23703,2277,580,1461,1848,5047
1617,26210,2011,85140,46683,23515,2221,569,1352,1982,5147
1618,26210,2012,83970,46509,23789,2165,565,1237,2079,5246
1619,26210,2013,83760,47022,24011,2984,574,1133,2090,5495
1620,26210,2014,83900,47609,25003,3656,576,1081,2130,5407
1621,27100,2010,237013.15789473685,5037902,1165927,144286,243989,85419,65980,165623
1622,27100,2011,235039.47368421053,4989052,1155678,142049,230841,80771,66862,162499
1623,27100,2012,234763.15789473685,4929857,1143092,140141,217179,76157,66416,159172
1624,27100,2013,235855.26315789475,4881105,1129896,138635,204261,71778,66470,156505
1625,27100,2014,236986.84210526315,4812065,1123366,138202,191833,67627,65632,156299
1626,27202,2010,90993.75,126831,45368,3631,5516,6263,2946,22559
1627,27202,2011,90481.25,126041,45759,3617,5327,6308,3122,22170
1628,27202,2012,90362.5,124864,45039,3599,5139,6056,3513,22030
1629,27202,2013,90325,123741,44913,3288,4955,5781,3482,22824
1630,27202,2014,90218.75,122890,46305,3330,4799,5516,3586,22161
1631,27203,2010,210263.15789473685,180206,110019,28017,5913,2405,12134,18517
1632,27203,2011,209947.36842105264,178279,110040,27098,5878,2322,12242,20619
1633,27203,2012,210263.15789473685,176929,111884,27153,5670,2224,8988,25778
1634,27203,2013,210947.36842105264,176261,114189,26360,5530,2123,9455,25420
1635,27203,2014,212210.52631578947,175701,120026,25700,5271,2034,10043,26916
1636,27204,2010,172722.22222222222,44733,28626,5892,3534,1059,1424,8993
1637,27204,2011,171944.44444444444,44310,29620,5744,3293,1028,1590,8789
1638,27204,2012,172055.55555555556,44014,29738,5720,3053,1002,1658,8975
1639,27204,2013,174222.22222222222,43865,31521,5595,2826,984,1550,9206
1640,27204,2014,175111.11111111112,44230.5,29876.25,5737.75,3176.5,1018.25,1555.5,8990.75
1641,27205,2010,201052.63157894736,142875,115892,12321,33332,640,6442,14749
1642,27205,2011,200947.36842105264,142458,116110,11919,32056,629,6200,14444
1643,27205,2012,201368.42105263157,142666.5,116001,12120,32694,634.5,6321,14596.5
1644,27205,2013,202000,142666.5,116001,12120,32694,634.5,6321,14596.5
1645,27205,2014,202789.47368421053,142666.5,116001,12120,32694,634.5,6321,14596.5
1646,27206,2010,113800,47395,15371.5,2367.5,2028,72,1726.5,3571
1647,27206,2011,113200,47395,15371.5,2367.5,2028,72,1726.5,3571
1648,27206,2012,113400,47395,15371.5,2367.5,2028,72,1726.5,3571
1649,27206,2013,113800,47500,15059,2378,2060,76,1648,3625
1650,27206,2014,114000,47290,15684,2357,1996,68,1805,3517
1651,27207,2010,163000,162411,131436,9098,28421,5491,7662,17927
1652,27207,2011,162450,163754,130796,9112,26537,5336,9579,17152
1653,27207,2012,162700,166092,131278,8886,24703,5158,9921,16330
1654,27207,2013,163950,168518,137938,8992,22852,4989,9419,15671
1655,27207,2014,165200,165193.75,132862,9022,25628.25,5243.5,9145.25,16770
1656,27208,2010,64662.5,33150,32942,1427,2944,1416,1386,8127
1657,27208,2011,63437.5,32758,33144,1387,2836,1331,1343,8181
1658,27208,2012,63212.5,32388,33001,1357,2735,1244,1268,8203
1659,27208,2013,63275,32009,32831,1321,2646,1159,1286,8210
1660,27208,2014,63312.5,31634,33104,1286,2557,1078,1468,8238
1661,27209,2010,174000,59161,35175,4674,10203,63,283,15090
1662,27209,2011,170166.66666666666,58077,35842,4605,9706,67,283,14927
1663,27209,2012,168500,56873,36614,4532,9253,65,282,14782
1664,27209,2013,168000,55823,42336,4466,8872,64,461,14616
1665,27209,2014,166666.66666666666,57483.5,37491.75,4569.25,9508.5,64.75,327.25,14853.75
1666,27210,2010,129586.95652173914,305490,135975,12480,30465,28,805,21025
1667,27210,2011,128326.08695652174,306210,135604,12263,28971,40,805,20707
1668,27210,2012,127847.82608695653,308737,134537,12084,28968,44,2064,20080
1669,27210,2013,128334.78260869565,309266,134371,11753,28148,16,2040,20030
1670,27210,2014,128604.34782608696,310578,133380,11825,27743,13,2097,20126
1671,27211,2010,183066.66666666666,159986,129545,12870,25585,3714,3732,22618
1672,27211,2011,182733.33333333334,163562,131538,12375,24387,3560,4140,23182
1673,27211,2012,183733.33333333334,166186,133501,11868,23120,3372,4574,22636
1674,27211,2013,186266.66666666666,172390,134936,11548,21840,3124,4793,22117
1675,27211,2014,188200,178051,134031,11171,20564,2849,4919,21686
1676,27212,2010,136208.33333333334,130599,89472,8923,18073,2087,3013,33234
1677,27212,2011,134083.33333333334,131855,89480,8722,17585,1973,3054,32166
1678,27212,2012,132850,131227,89476,8822.5,17829,2030,3033.5,32700
1679,27212,2013,131958.33333333334,131227,89476,8822.5,17829,2030,3033.5,32700
1680,27212,2014,131083.33333333334,131227,89476,8822.5,17829,2030,3033.5,32700
1681,27214,2010,74837.5,32402,37317,6677,5917,1889,2684,6802
1682,27214,2011,73775,32463,36952,6582,5662,1705,2663,6502
1683,27214,2012,73287.5,32367,36914,6203,5466,1537,2633,6153
1684,27214,2013,73025,32496,36846,5864,5201,1446,2749,6243
1685,27214,2014,72675,32139,36803,5663,4940,1360,3000,5922
1686,27215,2010,138600,112881,57396,10555,6705,739,413,8516
1687,27215,2011,136500,112226,57876,10317,6243,762,387,8857
1688,27215,2012,134800,111635,59826,10058,5740,825,354,9202
1689,27215,2013,134200,111214,60799,9809,5275,936,446,9170
1690,27215,2014,133700,110882,61119,9636,5113,950,500,9043
1691,27216,2010,75020,79111,31047,1832,4659,5254,1425,19698
1692,27216,2011,73900,77722,30541,1734,4470,4955,1402,19148
1693,27216,2012,73440,76468,30110,1769,4457,5179,1502,18391
1694,27216,2013,73120,75090,29982,1659,4621,5156,2877,17692
1695,27216,2014,72780,73764,29487,1550,4610,5528,2947,17008
1696,27217,2010,127500,38397,35820,3615,9361,943,1300,13586
1697,27217,2011,125166.66666666667,38270,36932,3522,9000,914,1287,13286
1698,27217,2012,124000,38333.5,36376,3568.5,9180.5,928.5,1293.5,13436
1699,27217,2013,123333.33333333333,38333.5,36376,3568.5,9180.5,928.5,1293.5,13436
1700,27217,2014,122333.33333333333,38333.5,36376,3568.5,9180.5,928.5,1293.5,13436
1701,27218,2010,138000,67104,41728,3622,521,495,2426,6153
1702,27218,2011,136000,66984,43448,3647,482,463,2511,6163
1703,27218,2012,135000,66603,43161,3537,452,430,2470,6062
1704,27218,2013,135500,66117,43333,3489,477,398,2627,7753
1705,27218,2014,135500,66702,42917.5,3573.75,483,446.5,2508.5,6532.75
1706,27219,2010,81657.14285714286,112638,59820,5609,4576,3556,3244,11535
1707,27219,2011,80807.14285714286,111705,59718,5360,4358,3621,3560,12883
1708,27219,2012,80492.85714285714,111001,60490,5194,4139,3736,3829,12919
1709,27219,2013,80464.28571428571,112459,60862,4996,3925,3784,4020,12708
1710,27219,2014,80528.57142857143,111597,61774,4787,3706,3856,5033,12674
1711,27220,2010,171958.33333333334,93206,68807,6021,28443,2269,2142,15684
1712,27220,2011,171166.66666666666,92310,69960,5870,27016,2424,2075,16364
1713,27220,2012,171441.66666666666,91406,69483,6451,25595,2371,1988,17514
1714,27220,2013,173566.66666666666,92627,71771,6377,24121,2260,2433,17275
1715,27220,2014,174691.66666666666,91892,71022,6477,22852,2171,2301,17570
1716,27221,2010,125250,32590,36709,1313,1200,886,221,11160
1717,27221,2011,123000,32122,34897,1271,1116,817,250,11476
1718,27221,2012,121750,31791,34408,1258,1032,753,249,11188
1719,27221,2013,120750,31429,34327,1286,970,706,234,10936
1720,27221,2014,120250,31151,34089,1268,907,658,216,10693
1721,27222,2010,103944.44444444444,64717,47495,5917,689,1665,167,17170
1722,27222,2011,101644.44444444444,64779,47372,5866,710,1509,173,16751
1723,27222,2012,100000,64617,47700,5664,691,1348,177,17118
1724,27222,2013,98911.11111111111,65489,47735,5560,671,1219,196,16657
1725,27222,2014,97866.66666666667,65562,48422,5482,654,1093,209,16184
1726,27225,2010,122333.33333333333,48971,30175,1417,8956,2,168,12133
1727,27225,2011,121666.66666666667,49422,29995,1365,8646,2,225,11997
1728,27225,2012,122333.33333333333,49983,29787,1300,8336,2,287,12592
1729,27225,2013,123333.33333333333,50720,30117,1175,8050,1,292,12460
1730,27225,2014,124666.66666666667,49774,30018.5,1314.25,8497,1.75,243,12295.5
1731,27226,2010,154800,12473,16890,950,603,291,116,9142
1732,27226,2011,152000,11882,16991,933,585,242,105,8911
1733,27226,2012,150200,12177.5,16940.5,941.5,594,266.5,110.5,9026.5
1734,27226,2013,149200,12177.5,16940.5,941.5,594,266.5,110.5,9026.5
1735,27226,2014,148800,12177.5,16940.5,941.5,594,266.5,110.5,9026.5
1736,27227,2010,152909.0909090909,263718,141960,14390,9080,8977,8907,43545
1737,27227,2011,151409.0909090909,262678,141448,14034,9222,8643,9011,43857
1738,27227,2012,150909.0909090909,261484,141492,13695,9008,8367,9109,44213
1739,27227,2013,150659.0909090909,260512,144337,13450,9087,8140,10994,45625
1740,27227,2014,150409.0909090909,262098,142309.25,13892.25,9099.25,8531.75,9505.25,44310
1741,27228,2010,47662.5,36793,17191,5009,2336,3337,565,2323
1742,27228,2011,46850,37060,16942,4768,2290,3200,534,2321
1743,27228,2012,46262.5,37351,16815,4525,2232,3075,535,2735
1744,27228,2013,45962.5,38428,16716,4318,2196,2961,506,2760
1745,27228,2014,45650,38115,16548,4312,2191,2850,448,2827
1746,27229,2010,129000,22400,23755,693,1190,308,1273,4629
1747,27229,2011,128000,22766,23798,684,1163,281,1271,4011
1748,27229,2012,127500,23059,23475,666,1119,246,1337,4232
1749,27229,2013,127500,22975,23335,662,1081,216,1279,3697
1750,27229,2014,127500,22974,23583,763,1044,191,1239,3722
1751,27230,2010,122833.33333333333,38270,42457,4387,2958,1555,606,3092
1752,27230,2011,121500,39028,42191,4230,2900,1545,690,3049
1753,27230,2012,120166.66666666667,40289,41823,4095,2854,1529,711,3046
1754,27230,2013,119500,40200,42425,4111,2813,1516,1060,3149
1755,27230,2014,118500,39160,42456,3999,2776,1505,1020,3153
1756,27231,2010,99900,27238,25835,1137,1418,540,1346,11635
1757,27231,2011,99000,27144,26612,1131,1397,503,1275,11130
1758,27231,2012,98700,27035,27039,1101,1392,484,1301,10658
1759,27231,2013,98560,27068,26759,1333,1403,457,1455,11386
1760,27231,2014,97900,27297,26691,1337,1423,429,1411,10931
1761,27232,2010,44342.857142857145,24940,29287,1119,2470,353,415,1684
1762,27232,2011,43528.57142857143,24628,29171,1105,2364,327,415,1646
1763,27232,2012,43042.857142857145,24318,29046,1048,2244,308,386,1624
1764,27232,2013,42785.71428571428,24020,29005,994,2126,291,353,1943
1765,27232,2014,42542.857142857145,24476.5,29127.25,1066.5,2301,319.75,392.25,1724.25
1766,28100,2010,152561.6,3925739,794041,98511,240259,105189,35125,145222
1767,28100,2011,152684,3866443,793380,98626,232786,104625,37759,153204
