rowid,code,FY,land_value,inf_new,edu_new,wel_new,env_new,ind_new,fir_new,gen_new
1768,28100,2012,154041.6,3850311,795388,96220,224630,100814,38157,152772
1769,28100,2013,157149.6,3886527,762675,89963,218594,96161,36829,139861
1770,28100,2014,159321.6,3877309,765158,89333,216364,93074,37772,144376
1771,28201,2010,67896.42857142857,592805,203631,19918,77839,40170,9997,54053
1772,28201,2011,66641.07142857143,604256,203445,19837,74928,39625,9551,54354
1773,28201,2012,65458.92857142857,606598,202826,19947,72023,39490,9413,54634
1774,28201,2013,64444.642857142855,611412,205721,19958,69497,39318,9752,57110
1775,28201,2014,63391.07142857143,615227,206613,20093,66980,39654,10240,56859
1776,28202,2010,189565.21739130435,516005,240241,22860,57039,4773,7380,38313
1777,28202,2011,188913.04347826086,508942,242049,22318,54389,4596,7466,37904
1778,28202,2012,189000,501287,244739,21926,51505,4421,7487,37667
1779,28202,2013,190260.86956521738,492348,252240,22081,48994,4310,7651,37460
1780,28202,2014,191260.86956521738,483841,259452,21970,46745,4137,8469,37723
1781,28203,2010,95386.95652173914,226893,73751,3205,27405,8324,6408,9875
1782,28203,2011,95030.43478260869,226532,75821,3129,26289,8070,6633,9504
1783,28203,2012,95156.52173913043,226472,76541,3086,25617,7896,6540,9100
1784,28203,2013,95600,233159,77020,3066,24582,7967,7002,8762
1785,28203,2014,96021.73913043478,234704,77400,3133,23228,7885,7013,8472
1786,28205,2010,51450,45972,24518,2334,5406,19442,5145,11528
1787,28205,2011,49125,45472,24114,2178,5402,19088,5152,11292
1788,28205,2012,46875,45064,23792,2022,5147,18011,5130,11203
1789,28205,2013,45125,44928,24910,1857,4914,17107,5162,10887
1790,28205,2014,43450,44515,25030,1731,4755,16188,5213,10550
1791,28206,2010,264333.3333333333,262020,54370,4232,32698,29,1358,30010
1792,28206,2011,267500,259334,52411,3918,30235,27,1499,31987
1793,28206,2012,270222.22222222225,256533,51729,3791,29556,25,1270,32120
1794,28206,2013,276388.8888888889,256715,51041,3676,28894,23,1534,34293
1795,28206,2014,282833.3333333333,254961,51453,3587,27854,21,1507,34330
1796,28207,2010,153800,136355,75094,18968,4836,2989,1862,13490
1797,28207,2011,153600,134713,77261,18534,4618,2804,1777,13243
1798,28207,2012,154700,133654,76173,18247,4383,2641,2014,13526
1799,28207,2013,156000,132847,76835,18120,4179,2508,1999,13497
1800,28207,2014,157000,131643,78101,18992,3994,2343,2217,13301
1801,28208,2010,42660,44216,9528,690,2755,1437,394,1998
1802,28208,2011,41380,43809,9701,636,2555,1360,375,2078
1803,28208,2012,40120,43294,9845,633,2378,1280,376,2215
1804,28208,2013,38980,42745,9683,579,2344,1236,362,2195
1805,28208,2014,37900,42505,10289,543,2377,1194,397,2163
1806,28210,2010,80011.11111111111,155613,84486,5127,32967,4811,2642,14288
1807,28210,2011,79366.66666666667,158634,83367,5006,32228,4526,2749,13892
1808,28210,2012,78888.88888888889,160259,82448,4924,31829,4335,2968,13397
1809,28210,2013,78611.11111111111,162354,81321,4812,31088,4046,3852,13083
1810,28210,2014,78694.44444444444,163354,80178,5348,29908,3850,3939,12980
1811,28212,2010,58577.77777777778,49219,30164,2098,5077,5039,1923,2621
1812,28212,2011,57633.333333333336,49127,29983,2059,4719,4847,1886,2592
1813,28212,2012,56833.333333333336,49554,29832,2008,4405,4652,2069,2889
1814,28212,2013,56055.555555555555,50282,29751,1962,4381,4513,2171,2931
1815,28212,2014,55266.666666666664,50714,30112,1903,4437,4242,2372,2951
1816,28213,2010,19557.14285714286,37090,11098,1453,714,8032,1580,3451
1817,28213,2011,18957.14285714286,36568,11040,1385,694,7902,1528,3513
1818,28213,2012,18357.14285714286,36104,12097,1325,662,7743,1500,3698
1819,28213,2013,17857.14285714286,36921,13389,1260,636,7511,1451,3254
1820,28213,2014,17421.428571428572,37820,13222,1202,611,7448,1451,3066
1821,28214,2010,151552.9411764706,221855,91912,14640,10457,4992,4538,17191
1822,28214,2011,151382.35294117648,220249,91690,14382,9800,4707,4640,16712
1823,28214,2012,151958.82352941178,218461,90851,14138,11653,4449,4995,16547
1824,28214,2013,152000,216549,89858,13855,11911,4227,5058,16680
1825,28214,2014,152394.11764705883,215045,89306,13587,11921,4017,5024,16936
1826,28215,2010,35050,52353,37737,5760,9117,6575,2227,8740
1827,28215,2011,34190,51735,37192,5542,8709,6048,2277,9041
1828,28215,2012,33580,50908,37041,5425,8121,5695,2248,8811
1829,28215,2013,33140,50583,37897,5151,7757,5410,2387,8681
1830,28215,2014,32820,51394.75,37466.75,5469.5,8426,5932,2284.75,8818.25
1831,28216,2010,66766.66666666667,85127,28148,2084,8403,15056,728,4774
1832,28216,2011,65633.33333333333,85222,26652,1990,8155,15080,774,4517
1833,28216,2012,64633.333333333336,84872,25361,2048,7904,14970,914,3699
1834,28216,2013,63866.666666666664,84804,25572,2433,8463,15057,1337,3794
1835,28216,2014,63411.11111111111,85006.25,26433.25,2138.75,8231.25,15040.75,938.25,4196
1836,28218,2010,35500,37772,19727,815,362,5449,760,3155
1837,28218,2011,35000,37626,19859,1055,653,5226,753,3313
1838,28218,2012,34560,37681,19930,1032,889,5009,735,3318
1839,28218,2013,34180,37680,20422,983,838,5013,2078,3658
1840,28218,2014,34160,37728,20189,935,801,4920,2402,3653
1841,28219,2010,52109.09090909091,108525,59720,4501,9199,4341,2198,13491
1842,28219,2011,51172.72727272727,107221,58628,4319,8804,4142,2128,13094
1843,28219,2012,50772.72727272727,106743,57822,4476,8068,3956,2100,13505
1844,28219,2013,50536.36363636364,106033,57110,4301,7332,3760,2299,13861
1845,28219,2014,50363.63636363636,105082,56552,4137,6606,3582,2542,16605
1846,28220,2010,37300,25153,14521,1992,4016,5309,1488,3910
1847,28220,2011,36440,24637,15050,1847,3779,4818,1450,3782
1848,28220,2012,35730,24147,15152,1734,3673,4634,1417,3708
1849,28220,2013,35180,24222,18648,1688,3602,4418,1389,3602
1850,28220,2014,34760,23924,19015,1754,3341,4028,1345,3525
1851,28221,2010,19600,44850,32933,3280,10526,11601,746,9162
1852,28221,2011,18800,43022.75,31970,2936.5,9136.5,10523.5,740,8709
1853,28221,2012,18175,43079,31871,2960,9312,10678,637,8707
1854,28221,2013,17618.75,42676,31464,2806,8674,10133,596,8532
1855,28221,2014,17200,41486,31612,2700,8034,9682,981,8435
1856,28222,2010,19916.666666666668,33629,24071,3068,6732,21317,963,3813
1857,28222,2011,18755.555555555555,32968,23900,3220,6753,20037,968,4273
1858,28222,2012,17744.444444444445,32405,23616,3067,6207,18796,943,4259
1859,28222,2013,16922.222222222223,31867,23321,2944,5671,17663,867,4181
1860,28222,2014,16133.333333333334,31330,23737,2789,5444,16631,813,4156
1861,28224,2010,27657.14285714286,43480,28152,3184,4238,30568,427,11565
1862,28224,2011,26200,42961,28006,3121,4118,28992,425,11583
1863,28224,2012,24928.571428571428,42656,27890,2954,3990,27539,430,11242
1864,28224,2013,23871.428571428572,42592,27179,2808,3852,26164,478,11706
1865,28224,2014,22985.714285714286,42889,26925,2622,3667,25831,482,13596
1866,28226,2010,39650,87394,26285,3497,7403,16884,1556,15161
1867,28226,2011,37083.333333333336,85612,25840,3443,7079,16246,1484,15004
1868,28226,2012,34983.333333333336,83802,25869,3253,6670,15616,1431,15132
1869,28226,2013,33416.666666666664,82403,25970,3414,6286,15110,1402,14577
1870,28226,2014,31991.666666666668,81228,25748,3235,5952,14726,1326,14374
1871,28227,2010,27327.272727272728,31351,28830,2088,10839,18828,1248,10685
1872,28227,2011,26845.454545454544,31211,29656,2140,10158,17738,1375,10679
1873,28227,2012,26063.636363636364,31224,29357,1866,9335,16619,1361,10176
1874,28227,2013,25209.090909090908,31292,30110,1948,8862,15858,1344,10343
1875,28227,2014,24363.636363636364,31092,30375,1800,8049,14915,1304,9947
1876,28228,2010,27900,28753,14142,2550,695,6443,728,7519
1877,28228,2011,26911.11111111111,28367,13944,2387,637,5881,704,7301
1878,28228,2012,26044.444444444445,27977,13965,2110,583,5443,686,7422
1879,28228,2013,25444.444444444445,28212,13762,1926,606,5175,658,9254
1880,28228,2014,25088.88888888889,28152,13774,1744,557,5050,655,8997
1881,28229,2010,46023.07692307692,62582,30404,4222,2229,6832,2082,9826
1882,28229,2011,45038.46153846154,62361,30314,4160,2135,6589,1996,9797
1883,28229,2012,44046.153846153844,61707,30297,3979,2020,6352,2234,9761
1884,28229,2013,43084.61538461538,61692,29870,3779,1912,6205,2120,9499
1885,28229,2014,42069.230769230766,62085.5,30221.25,4035,2074,6494.5,2108,9720.75
1886,29201,2010,78732.25806451614,256126,126916,18920,29643,7028,6788,25134
1887,29201,2011,78735.48387096774,255063,127872,18256,28532,6865,6778,24065
1888,29201,2012,79380.64516129032,254820,126997,18199,27380,6898,6691,23162
1889,29201,2013,80282.25806451614,254353,126800,17444,26401,7063,7683,22475
1890,29201,2014,81167.74193548386,252644,127142,17355,25432,7064,7730,21813
1891,29203,2010,72187.5,80737,32282,5304,7377,3096,2130,6112
1892,29203,2011,71212.5,81086,31462,5118,7041,2920,2088,6300
1893,29203,2012,70787.5,81130,30821,4923,6686,2928,2043,7215
1894,29203,2013,70675,81088,30592,4861,6353,2886,2014,7584
1895,29203,2014,70637.5,81010.25,31289.25,5051.5,6864.25,2957.5,2068.75,6802.75
1896,29204,2010,54671.42857142857,53966,20976,3877,6205,3994,72,5974
1897,29204,2011,53628.57142857143,31232,18065,3958,2422,532,14,7014
1898,29204,2012,52985.71428571428,30435,16877,3842,2858,530,13,6568
1899,29204,2013,52614.28571428572,30388,16725,3809,2707,812,104,6435
1900,29204,2014,52342.857142857145,30654,16824,3693,2955,801,114,6285
1901,29205,2010,82428.57142857143,132448,32133,4559,22360,2884,717,13200
1902,29205,2011,81671.42857142857,131951,32600,4601,21290,2739,730,12857
1903,29205,2012,81128.57142857143,122581,44825,4250,15999,11028,602,8230
1904,29205,2013,80614.28571428571,122989,44164,4151,14664,10274,873,8048
1905,29205,2014,80228.57142857143,123501,45852,6441,13335,9358,1010,8111
1906,29209,2010,87321.42857142857,76063,38907,3941,10099,1455,2113,13873
1907,29209,2011,87028.57142857143,75677,38585,3886,9676,1378,2034,13321
1908,29209,2012,87571.42857142857,75037,37999,3753,9407,1314,2366,12809
1909,29209,2013,88535.71428571429,74460,38078,3633,8856,1315,2789,12261
1910,29209,2014,89807.14285714286,73968,38528,3513,8310,1266,2609,11707
1911,29210,2010,81220,75186,36224,5672,940,195,324,5144
1912,29210,2011,80620,75332,35926,5634,1120,172,322,5187
1913,29210,2012,80780,75005,35955,5448,1477,152,320,5248
1914,29210,2013,81270,75262,35829,5236,1427,146,341,5324
1915,29210,2014,81640,75147,35629,5159,1371,134,381,5823
1916,29211,2010,65375,25489.5,18290,4174.5,3951.5,4165.5,629.5,4750.5
1917,29211,2011,63600,25489.5,18290,4174.5,3951.5,4165.5,629.5,4750.5
1918,29211,2012,62475,25076,18018,4276,3539,4283,644,4826
1919,29211,2013,61500,25903,18562,4073,4364,4048,615,4675
1920,29211,2014,60625,25489.5,18290,4174.5,3951.5,4165.5,629.5,4750.5
1921,30201,2010,73203.0303030303,249854,77435,13741,21008,19620,4774,6833
1922,30201,2011,70603.0303030303,248385,77015,14693,19853,18893,4830,6583
1923,30201,2012,68560.60606060606,245772,76781,14749,18659,18191,5139,6373
1924,30201,2013,67300,248018,77083,14269,19193,17557,6198,6161
1925,30201,2014,66063.63636363637,250034,76714,14157,23359,16954,7397,5993
1926,30202,2010,53320,42608,17667,4324,6057,7193,2032,8606
1927,30202,2011,51380,42673,17831,4141,5762,7084,1960,8343
1928,30202,2012,49780,42844,18018,3972,5453,7000,1912,8080
1929,30202,2013,48410,43613,17930,3829,5127,6982,1835,7865
1930,30202,2014,47160,43819,17946,3696,4805,6814,1790,8391
1931,30203,2010,40010,80721,19355,2398,5205,8151,1792,3797
1932,30203,2011,38310,80651,19665,2901,4570,8200,1958,3800
1933,30203,2012,36520,79593,21614,3309,5739,8927,2033,3940
1934,30203,2013,35330,78550,21320,3190,5567,8637,2274,4127
1935,30203,2014,34460,77434,21149,3841,5305,8330,2692,4114
1936,30204,2010,42175,27049,10725,2067,166,7453,267,1403
1937,30204,2011,40125,26771,11042,2331,152,7004,289,1401
1938,30204,2012,37800,26278,10907,2199,158,6549,472,1519
1939,30204,2013,36250,25839,10904,2100,163,6099,1183,1470
1940,30204,2014,34875,26484.25,10894.5,2174.25,159.75,6776.25,552.75,1448.25
1941,30205,2010,38460,46914,9410,1522,1114,8555,511,1798
1942,30205,2011,36440,46508,9721,1454,1034,8241,553,1853
1943,30205,2012,34740,45998,9652,1391,962,7951,578,1907
1944,30205,2013,33380,45714,9651,1334,940,7649,687,1857
1945,30205,2014,32280,45270,10094,1383,899,7354,815,1829
1946,30206,2010,28196.25,91698,39388,6740,6996,55877,2761,11179
1947,30206,2011,26941.875,91140,41211,6361,6545,54049,2786,10870
1948,30206,2012,26308.125,90453,41824,5959,6149,52299,2797,10505
1949,30206,2013,26490.625,89912,45509,5683,5704,50804,2765,10276
1950,30206,2014,26664.375,89656,49992,5459,5515,48897,3022,10203
1951,30207,2010,39050,31890,9962,1397,5050,8636,886,3747
1952,30207,2011,36833.333333333336,31521,11588,1345,4818,8628,874,3693
1953,30207,2012,35466.666666666664,31742,12443,1330,4634,8282,1056,3661
1954,30207,2013,34658.333333333336,31540,12350,1289,4412,8251,1037,3960
1955,30207,2014,33975,31673.25,11585.75,1340.25,4728.5,8449.25,963.25,3765.25
1956,30208,2010,25512.5,49732,32144,4159,5784,13400,915,10686
1957,30208,2011,24325,49934,33943,3989,5510,12715,862,11633
1958,30208,2012,23200,50253,34693,3827,5223,11955,844,15020
1959,30208,2013,22258.125,50556,36530,3699,4958,11091,825,14913
1960,30208,2014,21666.875,53091,37673,3545,4642,10289,790,14690
1961,30209,2010,40280,22749,18372,2828,5989,2846,134,2806
1962,30209,2011,39920,23097,18083,2715,5822,2766,250,2819
1963,30209,2012,40340,23070,17806,2558,5538,2721,239,2749
1964,30209,2013,40360,23567,17485,2399,5253,2642,265,2865
1965,30209,2014,40580,24040,17230,2263,4974,2714,263,2794
1966,31201,2010,34060.606060606064,143319,100940,21747,6149,37419,1738,21071
1967,31201,2011,31996.969696969696,143319,100940,21747,6149,37419,1738,21071
1968,31201,2012,30281.81818181818,143319,100940,21747,6149,37419,1738,21071
1969,31201,2013,29224.242424242424,143319,100940,21747,6149,37419,1738,21071
1970,31201,2014,28533.333333333332,143319,100940,21747,6149,37419,1738,21071
1971,31202,2010,36412.5,93519,45053,3880,11414,10206,4153,9653
1972,31202,2011,34687.5,92776,45750,3742,10829,10165,4133,10075
1973,31202,2012,33143.75,91966,46716,3575,10235,9869,4123,9881
1974,31202,2013,31818.75,92753.66666666667,45839.666666666664,3732.3333333333335,10826,10080,4136.333333333333,9869.666666666666
1975,31202,2014,31193.75,92753.66666666667,45839.666666666664,3732.3333333333335,10826,10080,4136.333333333333,9869.666666666666
1976,32201,2010,42623.68421052631,171003,102188,15434,31959,42411,4538,26126
1977,32201,2011,41213.15789473684,169803,104289,14965,30323,41387,4697,26233
1978,32201,2012,40100,167945,104343,14250,28729,40268,5341,26027
1979,32201,2013,39260.52631578947,166623,104531,13624,27191,39550,5368,25876
1980,32201,2014,38681.57894736842,168843.5,103837.75,14568.25,29550.5,40904,4986,26065.5
1981,32202,2010,29066.666666666668,66398,33388,4981,3954,24459,2358,17972
1982,32202,2011,28066.666666666668,66333,35020,4645,3930,23518,2396,17522
1983,32202,2012,27388.88888888889,66137,35985,4292,3817,22608,2798,17326
1984,32202,2013,26816.666666666668,66635,37057,3962,3705,21936,3160,17392
1985,32202,2014,26411.11111111111,67294,38618,3608,3581,21447,3249,17038
1986,32203,2010,27900,206882,87124,5998,18399,35856,4537,37553
1987,32203,2011,27144.23076923077,205740,87772,5875,17234,35233,4513,37106
1988,32203,2012,26492.30769230769,204974,88527,5540,16192,33996,4543,36011
1989,32203,2013,25955.76923076923,203205,87828,5333,15231,32777,4510,34835
1990,32203,2014,25469.23076923077,205200.25,87812.75,5686.5,16764,34465.5,4525.75,36376.25
1991,32204,2010,24965,49130,15452,4793,4224,11727,530,8119
1992,32204,2011,24265,49201,15700,4594,3865,11955,461,7765
1993,32204,2012,23635,49007,15536,4405,3513,11387,407,7404
1994,32204,2013,23140,48798,15448,4156,3173,10846,373,7087
1995,32204,2014,22600,48505,15858,3910,4613,10396,330,7681
1996,32205,2010,27137.5,46022,26222,2810,4834,14166,557,6849
1997,32205,2011,25987.5,45247,26165,2683,4762,13425,827,6585
1998,32205,2012,24900,44296,25860,2506,5059,12530,851,7477
1999,32205,2013,23887.5,43468,25649,2363,6133,11753,1848,7340
2000,32205,2014,23175,44758.25,25974,2590.5,5197,12968.5,1020.75,7062.75
2001,32206,2010,20011.11111111111,37979.333333333336,24507.333333333332,6022,3188.6666666666665,6288.333333333333,2123.6666666666665,8858
2002,32206,2011,19355.555555555555,37979.333333333336,24507.333333333332,6022,3188.6666666666665,6288.333333333333,2123.6666666666665,8858
2003,32206,2012,18727.777777777777,37557,23408,6343,3510,6639,1261,9240
2004,32206,2013,18166.666666666668,38347,24867,5991,3187,6316,1788,8826
2005,32206,2014,17677.777777777777,38034,25247,5732,2869,5910,3322,8508
2006,32207,2010,19600,32158,11524,1517,2185,4512,523,6527
2007,32207,2011,19071.428571428572,32498,11778,1442,2025,4381,498,6207
2008,32207,2012,18685.714285714286,31952,11564,1396,1849,4202,499,5891
2009,32207,2013,18342.85714285714,31980,11507,1599,1689,4092,465,5591
2010,32207,2014,18014.285714285714,32374,11258,1516,1550,4062,538,5297
2011,33100,2010,53796.666666666664,470755,186023,31441,62983,44179,8144,24439
2012,33100,2011,53171.25,470913,186032,29848,60304,43512,10505,23485
2013,33100,2012,52904.166666666664,471297,185506,28331,56361,41685,11025,23693
2014,33100,2013,53051.041666666664,471381,186118,26795,55881,40277,11818,24706
2015,33100,2014,53369.583333333336,472978,189144,25681,56046,38830,14421,24924
2016,33203,2010,25275.29411764706,71053,45927,4381,4766,18192,2418,8343
2017,33203,2011,24397.058823529413,70090,47393,4209,4722,17590,2016,8193
2018,33203,2012,23811.176470588234,71355,48459,4469,4633,16920,1662,7936
2019,33203,2013,23330.58823529412,71595,52133,4894,4582,21123,1506,7924
2020,33203,2014,22928.823529411766,72105,56945,5259,4449,20533,1245,7618
2021,33204,2010,35475,26553,20766,1951,5390,5146,677,3865
2022,33204,2011,34612.5,25977,21065,1841,5095,4905,912,3845
2023,33204,2012,33925,25653,21434,1748,4784,4667,913,3803
2024,33204,2013,33512.5,25285,21832,1638,4460,4508,894,3776
2025,33204,2014,33150,24801,22330,1528,4171,4320,1073,3730
2026,33205,2010,40100,36000,24221,1494,1200,10472,226,2172
2027,33205,2011,39016.666666666664,35247,23945,1511,1133,10752,233,2121
2028,33205,2012,37983.333333333336,34568,23732,1437,1074,10812,248,2100
2029,33205,2013,37033.333333333336,34194,24756,1356,1014,11033,312,2312
2030,33205,2014,36133.333333333336,35002.25,24163.5,1449.5,1105.25,10767.25,254.75,2176.25
2031,33207,2010,16488.571428571428,45514,17852,2776,734,6476,586,8881
2032,33207,2011,15984.285714285714,44725,19071,2680,691,6105,579,8616
2033,33207,2012,15450,43764,19264,2583,656,5836,565,8477
2034,33207,2013,15004.285714285714,43045,19274,2462,615,5662,566,8208
2035,33207,2014,14638.57142857143,42216,19662,2347,579,5531,562,8078
2036,33208,2010,38425,58702,20147,2953,939,8879,1380,3994
2037,33208,2011,37537.5,58460,19909,2835,920,8442,1332,3806
2038,33208,2012,37062.5,59312,20384,2665,920,8104,1615,3681
2039,33208,2013,36725,59461,20717,2499,953,7854,1645,3444
2040,33208,2014,36475,59558,21049,2340,1205,7566,2135,3344
2041,33210,2010,10443.846153846154,42662,30418,3409,7814,21773,971,15000
